timestamp,ticker,team,line,yes_best_bid,yes_imp_ask,no_best_bid,no_imp_ask,spread_cents,midpoint,yes_bid_qty,yes_ask_qty,no_bid_qty,no_ask_qty,fetch_success,error_msg
2026-02-07T01:12:17.062865+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI9,UNI,9.0,25,30,70,75,5,27.5,200,800,800,200,True,
2026-02-07T01:13:31.450658+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-BRAD12,BRAD,12.0,3,10,90,97,7,6.5,50,144,144,50,True,
2026-02-07T01:13:31.859691+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-BRAD3,BRAD,3.0,24,30,70,76,6,27.0,353,144,144,353,True,
2026-02-07T01:13:32.265838+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-BRAD6,BRAD,6.0,12,19,81,88,7,15.5,144,144,144,144,True,
2026-02-07T01:13:32.690902+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-BRAD9,BRAD,9.0,6,12,88,94,6,9.0,144,144,144,144,True,
2026-02-07T01:13:33.150138+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI12,UNI,12.0,17,22,78,83,5,19.5,144,944,944,144,True,
2026-02-07T01:13:33.578072+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI15,UNI,15.0,6,15,85,94,9,10.5,1589,144,144,1589,True,
2026-02-07T01:13:34.037812+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI18,UNI,18.0,3,9,91,97,6,6.0,50,144,144,50,True,
2026-02-07T01:13:34.521262+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI3,UNI,3.0,50,53,47,50,3,51.5,39,1600,1600,39,True,
2026-02-07T01:13:35.288150+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI6,UNI,6.0,36,39,61,64,3,37.5,353,800,800,353,True,
2026-02-07T01:13:36.064303+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI9,UNI,9.0,26,30,70,74,4,28.0,353,800,800,353,True,
2026-02-07T01:14:50.766303+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-BRAD12,BRAD,12.0,3,10,90,97,7,6.5,50,144,144,50,True,
2026-02-07T01:14:51.147003+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-BRAD3,BRAD,3.0,25,30,70,75,5,27.5,145,144,144,145,True,
2026-02-07T01:14:51.558649+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-BRAD6,BRAD,6.0,12,19,81,88,7,15.5,144,144,144,144,True,
2026-02-07T01:14:51.927802+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-BRAD9,BRAD,9.0,6,12,88,94,6,9.0,144,144,144,144,True,
2026-02-07T01:14:52.327963+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI12,UNI,12.0,17,21,79,83,4,19.0,144,142,142,144,True,
2026-02-07T01:14:52.827523+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI15,UNI,15.0,6,15,85,94,9,10.5,1570,1603,1603,1570,True,
2026-02-07T01:14:53.219762+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI18,UNI,18.0,3,9,91,97,6,6.0,50,144,144,50,True,
2026-02-07T01:14:53.719788+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI3,UNI,3.0,50,53,47,50,3,51.5,32,400,400,32,True,
2026-02-07T01:14:54.145154+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI6,UNI,6.0,36,40,60,64,4,38.0,200,555,555,200,True,
2026-02-07T01:14:54.554752+00:00,KXNCAAMBSPREAD-26FEB06BRADUNI-UNI9,UNI,9.0,26,30,70,74,4,28.0,353,545,545,353,True,
