timestamp,ticker,team,line,yes_best_bid,yes_imp_ask,no_best_bid,no_imp_ask,spread_cents,midpoint,yes_bid_qty,yes_ask_qty,no_bid_qty,no_ask_qty,fetch_success,error_msg
2026-02-07T01:12:03.664719+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,26,31,69,74,5,28.5,420,520,520,420,True,
2026-02-07T01:12:04.046516+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,7,10,90,93,3,8.5,420,184,184,420,True,
2026-02-07T01:12:04.397224+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,9,91,96,5,6.5,420,420,420,420,True,
2026-02-07T01:12:04.797671+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,35,37,63,65,2,36.0,520,1200,1200,520,True,
2026-02-07T01:12:05.475558+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,24,26,74,76,2,25.0,520,13,13,520,True,
2026-02-07T01:12:05.873745+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,14,17,83,86,3,15.5,20,40,40,20,True,
2026-02-07T01:13:21.706046+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,55,60,40,45,5,57.5,466,650,650,466,True,
2026-02-07T01:13:22.172877+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,20,29,71,80,9,24.5,105,4546,4546,105,True,
2026-02-07T01:13:22.577171+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,12,22,78,88,10,17.0,511,4530,4530,511,True,
2026-02-07T01:13:22.984032+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,6,9,91,94,3,7.5,511,411,411,511,True,
2026-02-07T01:13:23.386080+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,44,47,53,56,3,45.5,688,358,358,688,True,
2026-02-07T01:13:23.872227+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,31,40,60,69,9,35.5,17,4530,4530,17,True,
2026-02-07T01:13:24.253497+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,5,8,92,95,3,6.5,411,438,438,411,True,
2026-02-07T01:13:24.705120+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,7,93,96,3,5.5,411,511,511,411,True,
2026-02-07T01:13:25.167719+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,29,34,66,71,5,31.5,411,2811,2811,411,True,
2026-02-07T01:13:25.579195+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,20,26,74,80,6,23.0,856,2824,2824,856,True,
2026-02-07T01:13:26.009315+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,13,14,86,87,1,13.5,60,40,40,60,True,
2026-02-07T01:14:40.727041+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,57,60,40,43,3,58.5,3583,278,278,3583,True,
2026-02-07T01:14:41.194300+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,21,24,76,79,3,22.5,600,16,16,600,True,
2026-02-07T01:14:41.635248+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,14,19,81,86,5,16.5,538,450,450,538,True,
2026-02-07T01:14:42.139868+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,6,9,91,94,3,7.5,511,511,511,511,True,
2026-02-07T01:14:42.576799+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,43,48,52,57,5,45.5,2570,1011,1011,2570,True,
2026-02-07T01:14:42.964354+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,31,36,64,69,5,33.5,2928,511,511,2928,True,
2026-02-07T01:14:43.358737+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,5,7,93,95,2,6.0,511,420,420,511,True,
2026-02-07T01:14:43.794924+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,7,93,96,3,5.5,511,511,511,511,True,
2026-02-07T01:14:44.219435+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,29,33,67,71,4,31.0,511,337,337,511,True,
2026-02-07T01:14:44.676994+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,20,23,77,80,3,21.5,396,13,13,396,True,
2026-02-07T01:14:45.043395+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,11,13,87,89,2,12.0,562,20,20,562,True,
2026-02-07T01:15:59.450819+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,57,61,39,43,4,59.0,4021,900,900,4021,True,
2026-02-07T01:15:59.801044+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,21,25,75,79,4,23.0,588,538,538,588,True,
2026-02-07T01:16:00.184872+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,15,20,80,85,5,17.5,438,438,438,438,True,
2026-02-07T01:16:00.619171+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,7,11,89,93,4,9.0,438,438,438,438,True,
2026-02-07T01:16:01.049876+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,43,47,53,57,4,45.0,708,11,11,708,True,
2026-02-07T01:16:01.468835+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,32,37,63,68,5,34.5,438,438,438,438,True,
2026-02-07T01:16:01.885492+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,4,7,93,96,3,5.5,1538,127,127,1538,True,
2026-02-07T01:16:02.355268+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,8,92,96,4,6.0,538,438,438,538,True,
2026-02-07T01:16:02.764633+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,29,33,67,71,4,31.0,538,100,100,538,True,
2026-02-07T01:16:03.135335+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,18,23,77,82,5,20.5,538,451,451,538,True,
2026-02-07T01:16:03.534231+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,9,12,88,91,3,10.5,438,222,222,438,True,
2026-02-07T01:17:18.981568+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,57,60,40,43,3,58.5,3583,1050,1050,3583,True,
2026-02-07T01:17:19.342893+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,21,24,76,79,3,22.5,150,16,16,150,True,
2026-02-07T01:17:19.768915+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,15,20,80,85,5,17.5,438,438,438,438,True,
2026-02-07T01:17:20.144323+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,8,13,87,92,5,10.5,438,438,438,438,True,
2026-02-07T01:17:20.540699+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,44,47,53,56,3,45.5,50,12,12,50,True,
2026-02-07T01:17:21.016039+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,33,37,63,67,4,35.0,16,438,438,16,True,
2026-02-07T01:17:21.522231+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,4,7,93,96,3,5.5,538,432,432,538,True,
2026-02-07T01:17:21.923580+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,8,92,96,4,6.0,538,438,438,538,True,
2026-02-07T01:17:22.315319+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,30,34,66,70,4,32.0,588,2457,2457,588,True,
2026-02-07T01:17:22.774132+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,19,24,76,81,5,21.5,438,13,13,438,True,
2026-02-07T01:17:23.183334+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,9,14,86,91,5,11.5,458,458,458,458,True,
2026-02-07T01:18:37.328497+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,53,55,45,47,2,54.0,953,1611,1611,953,True,
2026-02-07T01:18:37.743374+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,18,19,81,82,1,18.5,453,16,16,453,True,
2026-02-07T01:18:38.142619+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,11,14,86,89,3,12.5,453,1300,1300,453,True,
2026-02-07T01:18:38.541804+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,6,9,91,94,3,7.5,553,562,562,553,True,
2026-02-07T01:18:39.016983+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,38,39,61,62,1,38.5,453,1100,1100,453,True,
2026-02-07T01:18:39.743105+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,26,28,72,74,2,27.0,553,8,8,553,True,
2026-02-07T01:18:40.184193+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,6,9,91,94,3,7.5,553,580,580,553,True,
2026-02-07T01:18:40.642523+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,9,91,96,5,6.5,453,553,553,453,True,
2026-02-07T01:18:41.062539+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,33,39,61,67,6,36.0,1653,453,453,1653,True,
2026-02-07T01:18:41.431823+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,21,27,73,79,6,24.0,453,466,466,453,True,
2026-02-07T01:18:41.864663+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,11,16,84,89,5,13.5,19,473,473,19,True,
2026-02-07T01:19:58.050100+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,61,63,37,39,2,62.0,2500,320,320,2500,True,
2026-02-07T01:19:58.706345+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,25,28,72,75,3,26.5,314,548,548,314,True,
2026-02-07T01:19:59.289651+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,16,20,80,84,4,18.0,812,461,461,812,True,
2026-02-07T01:19:59.887831+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,9,12,88,91,3,10.5,561,561,561,561,True,
2026-02-07T01:20:00.583498+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,46,50,50,54,4,48.0,2438,16,16,2438,True,
2026-02-07T01:20:01.678188+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,35,37,63,65,2,36.0,2500,8,8,2500,True,
2026-02-07T01:20:02.173740+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,3,5,95,97,2,4.0,1406,127,127,1406,True,
2026-02-07T01:20:02.693248+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,3,7,93,97,4,5.0,406,256,256,406,True,
2026-02-07T01:20:03.406378+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,26,30,70,74,4,28.0,480,308,308,480,True,
2026-02-07T01:20:03.890013+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,14,19,81,86,5,16.5,461,574,574,461,True,
2026-02-07T01:20:04.390531+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,8,11,89,92,3,9.5,544,506,506,544,True,
2026-02-07T01:21:25.319128+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,61,66,34,39,5,63.5,1306,697,697,1306,True,
2026-02-07T01:21:25.723278+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,25,28,72,75,3,26.5,314,100,100,314,True,
2026-02-07T01:21:26.264593+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,17,22,78,83,5,19.5,449,449,449,449,True,
2026-02-07T01:21:26.904990+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,9,14,86,91,5,11.5,449,305,305,449,True,
2026-02-07T01:21:27.297398+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,48,52,48,52,4,50.0,530,736,736,530,True,
2026-02-07T01:21:27.682799+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,35,40,60,65,5,37.5,1749,449,449,1749,True,
2026-02-07T01:21:28.162042+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,3,5,95,97,2,4.0,599,127,127,599,True,
2026-02-07T01:21:28.540256+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,3,7,93,97,4,5.0,599,643,643,599,True,
2026-02-07T01:21:28.996294+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,25,30,70,75,5,27.5,305,290,290,305,True,
2026-02-07T01:21:29.751600+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,17,19,81,83,2,18.0,1,113,113,1,True,
2026-02-07T01:21:30.154709+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,7,11,89,93,4,9.0,20,236,236,20,True,
2026-02-07T01:22:46.085189+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,58,61,39,42,3,59.5,10,2848,2848,10,True,
2026-02-07T01:22:46.737170+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,21,26,74,79,5,23.5,479,362,362,479,True,
2026-02-07T01:22:47.132737+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,14,17,83,86,3,15.5,453,348,348,453,True,
2026-02-07T01:22:47.560821+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,7,11,89,93,4,9.0,448,362,362,448,True,
2026-02-07T01:22:47.966589+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,45,46,54,55,1,45.5,1661,2250,2250,1661,True,
2026-02-07T01:22:48.370630+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,31,35,65,69,4,33.0,15,448,448,15,True,
2026-02-07T01:22:48.913041+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,4,6,94,96,2,5.0,542,31,31,542,True,
2026-02-07T01:22:49.299812+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,7,93,96,3,5.5,281,462,462,281,True,
2026-02-07T01:22:49.726734+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,29,34,66,71,5,31.5,313,462,462,313,True,
2026-02-07T01:22:50.120101+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,18,22,78,82,4,20.0,448,5,5,448,True,
2026-02-07T01:22:50.592805+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,9,11,89,91,2,10.0,448,319,319,448,True,
2026-02-07T01:24:06.407758+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,48,50,50,52,2,49.0,1716,1537,1537,1716,True,
2026-02-07T01:24:06.875713+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,17,19,81,83,2,18.0,40,1300,1300,40,True,
2026-02-07T01:24:07.337825+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,9,12,88,91,3,10.5,377,477,477,377,True,
2026-02-07T01:24:07.759628+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,5,8,92,95,3,6.5,477,612,612,477,True,
2026-02-07T01:24:08.375128+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,35,37,63,65,2,36.0,477,1150,1150,477,True,
2026-02-07T01:24:10.257782+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,24,28,72,76,4,26.0,497,1300,1300,497,True,
2026-02-07T01:24:10.936190+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,6,13,87,94,7,9.5,477,4179,4179,477,True,
2026-02-07T01:24:11.824994+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,5,6,94,95,1,5.5,477,1,1,477,True,
2026-02-07T01:24:12.716357+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,37,41,59,63,4,39.0,1200,84,84,1200,True,
2026-02-07T01:24:13.559017+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,23,28,72,77,5,25.5,377,382,382,377,True,
2026-02-07T01:24:14.136485+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,11,12,88,89,1,11.5,1424,182,182,1424,True,
2026-02-07T01:25:34.891968+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,47,49,51,53,2,48.0,4380,1391,1391,4380,True,
2026-02-07T01:25:35.476006+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,15,17,83,85,2,16.0,40,2400,2400,40,True,
2026-02-07T01:25:35.895723+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,8,11,89,92,3,9.5,661,781,781,661,True,
2026-02-07T01:25:36.381284+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,4,8,92,96,4,6.0,661,561,561,661,True,
2026-02-07T01:25:36.957702+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,33,34,66,67,1,33.5,1,10,10,1,True,
2026-02-07T01:25:37.496880+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,23,26,74,77,3,24.5,17,1786,1786,17,True,
2026-02-07T01:25:38.033896+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,7,9,91,93,2,8.0,334,388,388,334,True,
2026-02-07T01:25:38.835521+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,7,93,96,3,5.5,719,304,304,719,True,
2026-02-07T01:25:39.528077+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,39,44,56,61,5,41.5,18,811,811,18,True,
2026-02-07T01:25:40.913771+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,25,30,70,75,5,27.5,661,9,9,661,True,
2026-02-07T01:25:41.546444+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,14,17,83,86,3,15.5,1122,561,561,1122,True,
2026-02-07T01:26:55.674909+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,47,49,51,53,2,48.0,4075,1635,1635,4075,True,
2026-02-07T01:26:56.357848+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,12,17,83,88,5,14.5,610,3010,3010,610,True,
2026-02-07T01:26:57.126267+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,6,11,89,94,5,8.5,610,1178,1178,610,True,
2026-02-07T01:26:57.808496+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,4,8,92,96,4,6.0,710,610,610,710,True,
2026-02-07T01:26:58.339328+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,33,34,66,67,1,33.5,1,10,10,1,True,
2026-02-07T01:26:58.827269+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,18,25,75,82,7,21.5,6735,610,610,6735,True,
2026-02-07T01:26:59.221649+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,7,13,87,93,6,10.0,649,1110,1110,649,True,
2026-02-07T01:26:59.763021+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,7,93,96,3,5.5,710,710,710,710,True,
2026-02-07T01:27:00.163437+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU2,SJU,2.0,39,44,56,61,5,41.5,628,3260,3260,628,True,
2026-02-07T01:27:00.580127+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU5,SJU,5.0,25,30,70,75,5,27.5,710,9,9,710,True,
2026-02-07T01:27:01.059096+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU8,SJU,8.0,15,19,81,85,4,17.0,710,627,627,710,True,
2026-02-07T01:28:19.269735+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN1,CONN,1.0,48,51,49,52,3,49.5,530,2900,2900,530,True,
2026-02-07T01:28:20.128902+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN10,CONN,10.0,15,18,82,85,3,16.5,140,3110,3110,140,True,
2026-02-07T01:28:20.739387+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN13,CONN,13.0,7,10,90,93,3,8.5,610,710,710,610,True,
2026-02-07T01:28:21.247113+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN16,CONN,16.0,4,8,92,96,4,6.0,710,858,858,710,True,
2026-02-07T01:28:22.002877+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN4,CONN,4.0,31,36,64,69,5,33.5,79,3138,3138,79,True,
2026-02-07T01:28:23.917121+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-CONN7,CONN,7.0,19,24,76,81,5,21.5,610,719,719,610,True,
2026-02-07T01:28:24.623348+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU11,SJU,11.0,7,10,90,93,3,8.5,649,856,856,649,True,
2026-02-07T01:28:25.215059+00:00,KXNCAAMBSPREAD-26FEB06CONNSJU-SJU14,SJU,14.0,4,7,93,96,3,5.5,710,710,710,710,True,
