ts_utc,ticker,yes_best_bid,yes_imp_ask,no_best_bid,no_imp_ask,open_side,open_qty,open_vwap_c,pairs_count,locked_pnl_c,mtm_pnl_c,total_pnl_c,secs_to_kalshi_close,secs_to_game_end,secs_to_close,clock_source
2026-02-05T04:10:00.396219+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,,0,,0,0,0,0,1209000
2026-02-05T04:10:14.250669+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,yes,2,46.0,0,0,-2,-2,1208986
2026-02-05T04:10:18.489939+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,yes,2,46.0,0,0,-2,-2,1208981
2026-02-05T04:10:22.750633+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,yes,2,46.0,0,0,-2,-2,1208977
2026-02-05T04:10:27.403959+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,yes,2,46.0,0,0,-2,-2,1208973
2026-02-05T04:10:31.659581+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,yes,2,46.0,0,0,-2,-2,1208968
2026-02-05T04:10:36.067290+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,yes,2,46.0,0,0,-2,-2,1208964
2026-02-05T04:10:40.708196+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,yes,2,46.0,0,0,-2,-2,1208959
2026-02-05T04:10:44.952400+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,yes,2,46.0,0,0,-2,-2,1208955
2026-02-05T04:10:49.342029+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,45,46,54,55,yes,2,46.0,0,0,-2,-2,1208951
2026-02-05T04:10:53.854135+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208946
2026-02-05T04:10:58.179915+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208942
2026-02-05T04:11:02.468168+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208937
2026-02-05T04:11:07.147212+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,44,45,55,56,yes,2,46.0,0,0,-4,-4,1208933
2026-02-05T04:11:11.518289+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208928
2026-02-05T04:11:15.823609+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208924
2026-02-05T04:11:20.334199+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208920
2026-02-05T04:11:24.642182+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208915
2026-02-05T04:11:28.893734+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208911
2026-02-05T04:11:33.556623+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208907
2026-02-05T04:11:37.832198+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208902
2026-02-05T04:11:42.057247+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208898
2026-02-05T04:11:47.442360+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208893
2026-02-05T04:11:52.586505+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,46,54,57,yes,2,46.0,0,0,-6,-6,1208888
2026-02-05T04:11:57.277938+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208883
2026-02-05T04:12:01.619990+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208878
2026-02-05T04:12:05.955715+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208874
2026-02-05T04:12:10.944647+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208870
2026-02-05T04:12:15.318363+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208865
2026-02-05T04:12:19.615852+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208860
2026-02-05T04:12:24.158498+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208856
2026-02-05T04:12:28.415948+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,46,54,57,yes,2,46.0,0,0,-6,-6,1208851
2026-02-05T04:12:32.704797+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208847
2026-02-05T04:12:37.225709+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208843
2026-02-05T04:12:41.955702+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208838
2026-02-05T04:12:46.242814+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208834
2026-02-05T04:12:51.088876+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208829
2026-02-05T04:12:55.577094+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208824
2026-02-05T04:13:00.122107+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208820
2026-02-05T04:13:04.618648+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208815
2026-02-05T04:13:08.856577+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208811
2026-02-05T04:13:13.826263+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208807
2026-02-05T04:13:18.342334+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,44,56,57,yes,2,46.0,0,0,-6,-6,1208802
2026-02-05T04:13:22.830919+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,43,45,55,57,yes,2,46.0,0,0,-6,-6,1208797
2026-02-05T04:13:27.088008+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,45,55,58,yes,2,46.0,0,0,-8,-8,1208793
2026-02-05T04:13:31.876934+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208788
2026-02-05T04:13:36.182894+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,45,55,58,yes,2,46.0,0,0,-8,-8,1208784
2026-02-05T04:13:40.448310+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208779
2026-02-05T04:13:44.939455+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,43,57,58,yes,2,46.0,0,0,-8,-8,1208775
2026-02-05T04:13:49.218525+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,43,57,58,yes,2,46.0,0,0,-8,-8,1208771
2026-02-05T04:13:53.543230+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,43,57,58,yes,2,46.0,0,0,-8,-8,1208766
2026-02-05T04:13:58.003190+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,43,57,58,yes,2,46.0,0,0,-8,-8,1208762
2026-02-05T04:14:02.317138+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208757
2026-02-05T04:14:07.178301+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208753
2026-02-05T04:14:12.182618+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208748
2026-02-05T04:14:16.585301+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208743
2026-02-05T04:14:20.985481+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208739
2026-02-05T04:14:25.534502+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208735
2026-02-05T04:14:29.789996+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208730
2026-02-05T04:14:34.047070+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208726
2026-02-05T04:14:38.549017+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208721
2026-02-05T04:14:42.804072+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208717
2026-02-05T04:14:47.107949+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208713
2026-02-05T04:14:51.607466+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208708
2026-02-05T04:14:55.996270+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208704
2026-02-05T04:15:00.337089+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208699
2026-02-05T04:15:04.953950+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,44,56,58,yes,2,46.0,0,0,-8,-8,1208695
2026-02-05T04:15:09.481055+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,43,57,58,yes,2,46.0,0,0,-8,-8,1208691
2026-02-05T04:15:13.769581+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,43,57,58,yes,2,46.0,0,0,-8,-8,1208686
2026-02-05T04:15:18.244088+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,43,57,58,yes,2,46.0,0,0,-8,-8,1208682
2026-02-05T04:15:22.567523+00:00,KXNCAAMBGAME-26FEB04USUUNM-USU,42,43,57,58,yes,2,46.0,0,0,-8,-8,1208677
