t_utc,ticker,yes_bid_c,yes_ask_c,no_bid_c,no_ask_c,open_side,open_vwap_c,open_qty,pairs_count,locked_pnl_c,realized_pnl_c,mtm_pnl_c,total_pnl_c,stopped_out_yes,stopped_out_no,secs_to_close
2026-02-04T05:26:11.238496+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,67,69,31,33,no,39.0,2,0,0,0,-16,-16,0,0,1204428
2026-02-04T05:26:15.422615+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,67,69,31,33,no,39.0,2,0,0,0,-16,-16,0,0,1204424
2026-02-04T05:26:19.614236+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,68,70,30,32,no,39.0,2,0,0,0,-18,-18,0,0,1204420
2026-02-04T05:26:23.805458+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204416
2026-02-04T05:26:28.047911+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204412
2026-02-04T05:26:32.223473+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204407
2026-02-04T05:26:36.486639+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204403
2026-02-04T05:26:40.823833+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204399
2026-02-04T05:26:45.002566+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204395
2026-02-04T05:26:49.196189+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204390
2026-02-04T05:26:53.377544+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204386
2026-02-04T05:26:57.599601+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204382
2026-02-04T05:27:01.843529+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204378
2026-02-04T05:27:06.097891+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204374
2026-02-04T05:27:10.318086+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,68,70,30,32,no,39.0,2,0,0,0,-18,-18,0,0,1204369
2026-02-04T05:27:14.503244+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,68,70,30,32,no,39.0,2,0,0,0,-18,-18,0,0,1204365
2026-02-04T05:27:18.707146+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,68,70,30,32,no,39.0,2,0,0,0,-18,-18,0,0,1204361
2026-02-04T05:27:22.924948+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,68,70,30,32,no,39.0,2,0,0,0,-18,-18,0,0,1204357
2026-02-04T05:27:27.143846+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,68,70,30,32,no,39.0,2,0,0,0,-18,-18,0,0,1204353
2026-02-04T05:27:31.744658+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,67,69,31,33,no,39.0,2,0,0,0,-16,-16,0,0,1204348
2026-02-04T05:27:36.057724+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,67,69,31,33,no,39.0,2,0,0,0,-16,-16,0,0,1204344
2026-02-04T05:27:40.238012+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,67,69,31,33,no,39.0,2,0,0,0,-16,-16,0,0,1204339
2026-02-04T05:27:44.426316+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,66,69,31,34,no,39.0,2,0,0,0,-16,-16,0,0,1204335
2026-02-04T05:27:48.626764+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,67,69,31,33,no,39.0,2,0,0,0,-16,-16,0,0,1204331
2026-02-04T05:27:52.862304+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204327
2026-02-04T05:27:57.094761+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204323
2026-02-04T05:28:01.293509+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,71,29,31,no,39.0,2,0,0,0,-20,-20,0,0,1204318
2026-02-04T05:28:05.477017+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204314
2026-02-04T05:28:09.650356+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,70,71,29,30,no,39.0,2,0,0,0,-20,-20,0,0,1204310
2026-02-04T05:28:13.881301+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,70,71,29,30,no,39.0,2,0,0,0,-20,-20,0,0,1204306
2026-02-04T05:28:18.098933+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,70,71,29,30,no,39.0,2,0,0,0,-20,-20,0,0,1204302
2026-02-04T05:28:22.268343+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,70,71,29,30,no,39.0,2,0,0,0,-20,-20,0,0,1204297
2026-02-04T05:28:26.461369+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,73,27,29,no,39.0,2,0,0,0,-24,-24,0,0,1204293
2026-02-04T05:28:30.635626+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,72,74,26,28,no,39.0,2,0,0,0,-26,-26,0,0,1204289
2026-02-04T05:28:34.814812+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,73,74,26,27,no,39.0,2,0,0,0,-26,-26,0,0,1204285
2026-02-04T05:28:38.990392+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,73,74,26,27,no,39.0,2,0,0,0,-26,-26,0,0,1204281
2026-02-04T05:28:43.250358+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,74,26,29,no,39.0,2,0,0,0,-26,-26,0,0,1204277
2026-02-04T05:28:47.500752+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,72,74,26,28,no,39.0,2,0,0,0,-26,-26,0,0,1204272
2026-02-04T05:28:51.704182+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,72,74,26,28,no,39.0,2,0,0,0,-26,-26,0,0,1204268
2026-02-04T05:28:55.921833+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,72,74,26,28,no,39.0,2,0,0,0,-26,-26,0,0,1204264
2026-02-04T05:29:01.370691+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,72,74,26,28,no,39.0,2,0,0,0,-26,-26,0,0,1204260
2026-02-04T05:29:05.583122+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,73,74,26,27,no,39.0,2,0,0,0,-26,-26,0,0,1204254
2026-02-04T05:29:09.769233+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,74,75,25,26,no,39.0,2,0,0,0,-28,-28,0,0,1204250
2026-02-04T05:29:13.942696+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,74,75,25,26,no,39.0,2,0,0,0,-28,-28,0,0,1204246
2026-02-04T05:29:18.356361+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,70,73,27,30,no,39.0,2,0,0,0,-24,-24,0,0,1204242
2026-02-04T05:29:22.539382+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204237
2026-02-04T05:29:27.139440+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204233
2026-02-04T05:29:31.769908+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,72,73,27,28,no,39.0,2,0,0,0,-24,-24,0,0,1204228
2026-02-04T05:29:36.031570+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,72,73,27,28,no,39.0,2,0,0,0,-24,-24,0,0,1204224
2026-02-04T05:29:40.274829+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,72,73,27,28,no,39.0,2,0,0,0,-24,-24,0,0,1204219
2026-02-04T05:29:44.822033+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,73,74,26,27,no,39.0,2,0,0,0,-26,-26,0,0,1204215
2026-02-04T05:29:48.988960+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,72,74,26,28,no,39.0,2,0,0,0,-26,-26,0,0,1204211
2026-02-04T05:29:53.269477+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204206
2026-02-04T05:29:57.460223+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204202
2026-02-04T05:30:01.655176+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204198
2026-02-04T05:30:06.088342+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204194
2026-02-04T05:30:10.309805+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204189
2026-02-04T05:30:14.524626+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204185
2026-02-04T05:30:18.757363+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204181
2026-02-04T05:30:23.010456+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204177
2026-02-04T05:30:27.169503+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204172
2026-02-04T05:30:31.376614+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204168
2026-02-04T05:30:35.651890+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,73,74,26,27,no,39.0,2,0,0,0,-26,-26,0,0,1204164
2026-02-04T05:30:39.826536+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,73,76,24,27,no,39.0,2,0,0,0,-30,-30,0,0,1204160
2026-02-04T05:30:44.044822+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204156
2026-02-04T05:30:48.213323+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,71,72,28,29,no,39.0,2,0,0,0,-22,-22,0,0,1204151
2026-02-04T05:30:52.424408+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,66,67,33,34,no,39.0,2,0,0,0,-12,-12,0,0,1204147
2026-02-04T05:30:56.609638+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,66,67,33,34,no,39.0,2,0,0,0,-12,-12,0,0,1204143
2026-02-04T05:31:00.763723+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,66,67,33,34,no,39.0,2,0,0,0,-12,-12,0,0,1204139
2026-02-04T05:31:04.976093+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,63,64,36,37,no,39.0,2,0,0,0,-6,-6,0,0,1204135
2026-02-04T05:31:09.166545+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,61,62,38,39,no,39.0,2,0,0,0,-2,-2,0,0,1204131
2026-02-04T05:31:13.366308+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,61,63,37,39,no,39.0,2,0,0,0,-4,-4,0,0,1204126
2026-02-04T05:31:17.761073+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,60,62,38,40,no,39.0,2,0,0,0,-2,-2,0,0,1204122
2026-02-04T05:31:21.970119+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,60,62,38,40,no,39.0,2,0,0,0,-2,-2,0,0,1204118
2026-02-04T05:31:26.181814+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,60,62,38,40,no,39.0,2,0,0,0,-2,-2,0,0,1204114
2026-02-04T05:31:30.395412+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,62,63,37,38,no,39.0,2,0,0,0,-4,-4,0,0,1204109
2026-02-04T05:31:34.877721+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,62,63,37,38,no,39.0,2,0,0,0,-4,-4,0,0,1204105
2026-02-04T05:31:39.081881+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,62,63,37,38,no,39.0,2,0,0,0,-4,-4,0,0,1204101
2026-02-04T05:31:43.268434+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,57,60,40,43,no,39.0,2,0,0,0,2,2,0,0,1204096
2026-02-04T05:31:47.516000+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,57,59,41,43,no,39.0,2,0,0,0,4,4,0,0,1204092
2026-02-04T05:31:51.738465+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,57,59,41,43,no,39.0,2,0,0,0,4,4,0,0,1204088
2026-02-04T05:31:55.937381+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,57,59,41,43,no,39.0,2,0,0,0,4,4,0,0,1204084
2026-02-04T05:32:00.517704+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,57,60,40,43,no,39.0,2,0,0,0,2,2,0,0,1204080
2026-02-04T05:32:04.682202+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,57,60,40,43,no,39.0,2,0,0,0,2,2,0,0,1204075
2026-02-04T05:32:08.885310+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,65,66,34,35,no,39.0,2,0,0,0,-10,-10,0,0,1204071
2026-02-04T05:32:13.237355+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,65,66,34,35,no,39.0,2,0,0,0,-10,-10,0,0,1204067
2026-02-04T05:32:17.417504+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,65,66,34,35,no,39.0,2,0,0,0,-10,-10,0,0,1204062
2026-02-04T05:32:21.602606+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,65,67,33,35,no,39.0,2,0,0,0,-12,-12,0,0,1204058
2026-02-04T05:32:25.781404+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,65,67,33,35,no,39.0,2,0,0,0,-12,-12,0,0,1204054
2026-02-04T05:32:29.986855+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,67,69,31,33,no,39.0,2,0,0,0,-16,-16,0,0,1204050
2026-02-04T05:32:34.200081+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204045
2026-02-04T05:32:38.415351+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204041
2026-02-04T05:32:42.717305+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,68,69,31,32,no,39.0,2,0,0,0,-16,-16,0,0,1204037
2026-02-04T05:32:47.274748+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,68,69,31,32,no,39.0,2,0,0,0,-16,-16,0,0,1204033
2026-02-04T05:32:51.848426+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204028
2026-02-04T05:32:56.029057+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204024
2026-02-04T05:33:00.224393+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1204019
2026-02-04T05:33:04.458139+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,71,29,31,no,39.0,2,0,0,0,-20,-20,0,0,1204015
2026-02-04T05:33:08.646778+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,71,29,31,no,39.0,2,0,0,0,-20,-20,0,0,1204011
2026-02-04T05:33:12.848502+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,71,29,31,no,39.0,2,0,0,0,-20,-20,0,0,1204007
2026-02-04T05:33:17.033619+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,71,29,31,no,39.0,2,0,0,0,-20,-20,0,0,1204003
2026-02-04T05:33:21.224864+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,71,29,31,no,39.0,2,0,0,0,-20,-20,0,0,1203998
2026-02-04T05:33:25.427649+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,71,29,31,no,39.0,2,0,0,0,-20,-20,0,0,1203994
2026-02-04T05:33:29.618730+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1203990
2026-02-04T05:33:33.796253+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1203986
2026-02-04T05:33:37.974344+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1203982
2026-02-04T05:33:42.227085+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1203978
2026-02-04T05:33:46.411627+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1203973
2026-02-04T05:33:50.622287+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1203969
2026-02-04T05:33:54.863597+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1203965
2026-02-04T05:33:59.034844+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1203961
2026-02-04T05:34:03.225523+00:00,KXNCAAMBGAME-26FEB03UNLVFRES-UNLV,69,70,30,31,no,39.0,2,0,0,0,-18,-18,0,0,1203956
